,lodging,clothing_store,cafe,restaurant,school,health,meal_delivery,point_of_interest,subway_station,electronics_store,home_goods_store,bar,police,convenience_store,store,synagogue,furniture_store,food,sublocality_level_1,florist,bicycle_store,locality,hardware_store,night_club,park,grocery_or_supermarket,general_contractor,pharmacy,church,jewelry_store,bakery,meal_takeaway,pet_store,shoe_store,post_office,book_store,neighborhood,art_gallery,finance,gym,lawyer,doctor,insurance_agency,real_estate_agency,accounting,car_dealer,physiotherapist,travel_agency,liquor_store,parking,bus_station,atm,hospital,spa,movie_theater,library,museum,moving_company,cemetery,storage,local_government_office,car_repair,transit_station,courthouse,gas_station,dentist,department_store,car_rental,hindu_temple,funeral_home,painter,car_wash,bank,mosque,locksmith,university,hair_care,beauty_salon,shopping_mall,place_of_worship,roofing_contractor,plumber,laundry,veterinary_care,electrician,amusement_park,stadium,movie_rental,campground,bowling_alley,premise,natural_feature,zoo,aquarium,light_rail_station,rv_park,embassy,city_hall,airport,fire_station,casino
618,17.0,6.0,1.0,9.0,,,,1.0,3.0,5.0,,12.0,,,1.0,,,1.0,,,,1.0,,2.0,,,,,,,1.0,3.0,,1.0,,,1.0,,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
702,2.0,5.0,2.0,13.0,,2.0,,,1.0,1.0,,13.0,,,3.0,,1.0,1.0,1.0,,,1.0,,3.0,,1.0,,1.0,,,2.0,1.0,,1.0,,,,,,2.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,2.0,6.0,3.0,10.0,2.0,1.0,,,1.0,2.0,,16.0,,,2.0,,,1.0,1.0,,,1.0,,3.0,,3.0,,1.0,,,,2.0,,3.0,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,5.0,,1.0,11.0,,2.0,,7.0,,2.0,,4.0,,1.0,6.0,,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,3.0,,,,1.0,1.0,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
392,6.0,,2.0,9.0,1.0,2.0,3.0,7.0,,2.0,,14.0,,,4.0,,,,,2.0,,1.0,,,,1.0,,2.0,,,1.0,2.0,,,1.0,,1.0,,3.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,2.0,,,,17.0,,,,,,,3.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,2.0,,,,15.0,,,,,,,3.0,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,17.0,5.0,4.0,21.0,,1.0,,2.0,4.0,2.0,,11.0,1.0,,3.0,,,1.0,,,,1.0,,2.0,,2.0,,1.0,,1.0,2.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
396,13.0,5.0,1.0,9.0,,,,,7.0,3.0,,15.0,,1.0,2.0,,1.0,,,,,1.0,,2.0,,,,,,,3.0,,,,,,1.0,,,2.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,
395,13.0,4.0,2.0,9.0,,,1.0,3.0,7.0,2.0,1.0,15.0,,1.0,,,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,2.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,3.0,3.0,2.0,8.0,1.0,1.0,2.0,4.0,1.0,,1.0,19.0,,,2.0,,1.0,,,,,1.0,,,,2.0,,,,,3.0,,,,,1.0,1.0,,,2.0,,,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1.0,6.0,,15.0,3.0,,1.0,1.0,1.0,2.0,,1.0,,2.0,3.0,,1.0,,1.0,,,1.0,,2.0,,,,1.0,,,3.0,,,4.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,7.0,,16.0,3.0,1.0,,1.0,1.0,2.0,,1.0,,2.0,2.0,,1.0,,1.0,,,1.0,,3.0,,1.0,,2.0,,,2.0,1.0,,3.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,2.0,2.0,11.0,3.0,1.0,2.0,5.0,1.0,,1.0,4.0,,1.0,5.0,,,1.0,1.0,,,1.0,,,,3.0,1.0,,1.0,,2.0,1.0,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1.0,1.0,1.0,14.0,3.0,3.0,1.0,3.0,1.0,1.0,,3.0,,,4.0,,,,1.0,,,1.0,,1.0,1.0,2.0,1.0,2.0,,,2.0,1.0,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,6.0,1.0,11.0,,2.0,,1.0,,,1.0,1.0,,,5.0,,,,1.0,,,1.0,,1.0,,2.0,1.0,1.0,3.0,,1.0,,,,,1.0,,,,1.0,,5.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
87,,2.0,,18.0,,1.0,1.0,3.0,,1.0,,3.0,,1.0,4.0,,1.0,,1.0,,,1.0,,,,1.0,,,,,2.0,,,3.0,,,,,,,,4.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
84,,1.0,,15.0,2.0,1.0,3.0,7.0,1.0,,1.0,4.0,1.0,1.0,3.0,,1.0,2.0,1.0,1.0,,1.0,,1.0,,2.0,,3.0,1.0,,2.0,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
85,1.0,5.0,1.0,13.0,,3.0,3.0,3.0,1.0,,2.0,1.0,1.0,1.0,2.0,,,2.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,2.0,1.0,,,,1.0,,,,,,4.0,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
797,3.0,4.0,1.0,11.0,1.0,2.0,3.0,3.0,,1.0,,17.0,,2.0,5.0,,,1.0,,1.0,,1.0,,,,2.0,1.0,2.0,,,1.0,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
796,10.0,5.0,,11.0,1.0,1.0,2.0,3.0,1.0,4.0,,14.0,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,2.0,3.0,,2.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
795,10.0,6.0,1.0,12.0,2.0,1.0,1.0,2.0,1.0,4.0,,14.0,,,2.0,,,,1.0,,,1.0,,1.0,,2.0,,,,,2.0,2.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
794,7.0,7.0,5.0,7.0,1.0,,,1.0,1.0,2.0,,13.0,,,5.0,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,2.0,1.0,,,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,2.0,9.0,5.0,8.0,,,,1.0,,,,6.0,,,2.0,,1.0,2.0,1.0,,,1.0,,,1.0,,1.0,,,1.0,2.0,,,,,,,3.0,,1.0,,2.0,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
792,2.0,1.0,1.0,6.0,,2.0,,6.0,1.0,,,,,,4.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
791,13.0,5.0,1.0,7.0,1.0,,1.0,2.0,2.0,,,18.0,,,4.0,,,,1.0,,,1.0,1.0,,,,,,,,3.0,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,
790,17.0,4.0,3.0,6.0,1.0,1.0,1.0,3.0,2.0,,,18.0,,,2.0,,,,1.0,,,1.0,,1.0,,2.0,,1.0,,,4.0,1.0,,2.0,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,,,,1.0,,,1.0,14.0,,,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
798,,1.0,,,,,,3.0,,,,,,,3.0,,,,,,,1.0,,,,2.0,,,,1.0,,1.0,,,,1.0,1.0,,1.0,2.0,,10.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,3.0,7.0,9.0,,1.0,,1.0,1.0,2.0,,3.0,,2.0,3.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,2.0,1.0,,2.0,,,,1.0,,1.0,,7.0,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,,1.0,11.0,,,2.0,5.0,1.0,2.0,,13.0,,2.0,6.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,2.0,,1.0,5.0,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
607,1.0,,,16.0,5.0,2.0,3.0,2.0,1.0,2.0,,,1.0,,5.0,,1.0,1.0,1.0,,,1.0,,,,1.0,3.0,2.0,2.0,,3.0,,,1.0,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
586,19.0,2.0,3.0,2.0,,,,1.0,3.0,1.0,1.0,13.0,,,1.0,,4.0,1.0,,,,1.0,,6.0,,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,19.0,1.0,4.0,7.0,,,1.0,1.0,2.0,1.0,1.0,14.0,,,1.0,,5.0,,,,,1.0,1.0,3.0,,2.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,18.0,6.0,1.0,7.0,,,1.0,2.0,5.0,2.0,1.0,13.0,,,2.0,,,,,1.0,,1.0,1.0,6.0,,1.0,1.0,,,,4.0,2.0,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,20.0,8.0,2.0,5.0,,,,,6.0,2.0,,12.0,,,1.0,,,1.0,,,,1.0,1.0,5.0,,,,,,,1.0,3.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
582,17.0,8.0,,9.0,,1.0,,1.0,,1.0,,15.0,,,2.0,,,1.0,,,,1.0,,3.0,,1.0,,1.0,,,3.0,,,,,1.0,1.0,3.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
583,17.0,3.0,2.0,8.0,,,1.0,4.0,3.0,1.0,,16.0,,,2.0,,,,,1.0,,1.0,,3.0,,,,3.0,,,6.0,2.0,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,2.0,3.0,,16.0,2.0,,,1.0,,1.0,,6.0,,,6.0,,2.0,,,,,1.0,,,,,,1.0,,,2.0,2.0,,1.0,2.0,,,,,1.0,,2.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
581,7.0,4.0,2.0,13.0,,1.0,,3.0,,,,14.0,,,2.0,,1.0,1.0,,,,1.0,,4.0,,3.0,,,,,1.0,,,,,1.0,1.0,3.0,,1.0,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
588,18.0,2.0,1.0,11.0,,1.0,1.0,1.0,,1.0,1.0,14.0,,,1.0,,1.0,2.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,2.0,,,2.0,2.0,,,,,1.0,,1.0,,,6.0,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
589,4.0,1.0,3.0,10.0,,2.0,1.0,3.0,,,,8.0,,1.0,4.0,,,2.0,,,2.0,1.0,,1.0,,,,,,1.0,1.0,3.0,,,,,1.0,,,,,15.0,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2.0,3.0,2.0,17.0,4.0,2.0,2.0,2.0,,,2.0,7.0,1.0,,5.0,,,,,,,,,,,3.0,1.0,,2.0,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,4.0,1.0,2.0,14.0,5.0,3.0,,5.0,1.0,,1.0,6.0,,2.0,3.0,,1.0,,1.0,,,1.0,,1.0,,2.0,1.0,,1.0,,4.0,1.0,,,,2.0,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,4.0,3.0,1.0,16.0,7.0,,,3.0,,,1.0,4.0,,,7.0,,,,1.0,,,1.0,,1.0,,2.0,,,1.0,,2.0,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2.0,5.0,,15.0,2.0,,1.0,3.0,,1.0,1.0,10.0,,,2.0,,1.0,,1.0,,,1.0,,1.0,,2.0,,,,,2.0,1.0,,,,1.0,,2.0,,1.0,,3.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,3.0,1.0,2.0,13.0,2.0,2.0,,5.0,2.0,,1.0,14.0,,,2.0,,,,1.0,,3.0,1.0,1.0,2.0,,2.0,,1.0,,,5.0,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
614,4.0,1.0,1.0,11.0,,1.0,2.0,1.0,,,,10.0,,,2.0,,1.0,1.0,,1.0,,1.0,,2.0,,2.0,,2.0,,,,1.0,,,,,,2.0,,1.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
243,4.0,3.0,3.0,11.0,4.0,,2.0,3.0,3.0,,,12.0,,,3.0,,1.0,,1.0,,,1.0,1.0,2.0,,2.0,,,,,5.0,,,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1.0,3.0,4.0,10.0,1.0,1.0,1.0,3.0,1.0,,,17.0,,,4.0,,1.0,,1.0,,1.0,1.0,,,,3.0,,,,,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
615,,,1.0,2.0,2.0,,1.0,3.0,,,,,,,1.0,,1.0,1.0,,,,2.0,,,1.0,1.0,2.0,,,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
249,,3.0,1.0,12.0,5.0,2.0,5.0,2.0,,,1.0,5.0,,,3.0,,,1.0,1.0,,,1.0,2.0,,,3.0,2.0,,3.0,,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
248,1.0,2.0,1.0,15.0,5.0,1.0,1.0,2.0,,,2.0,8.0,,,6.0,,,,1.0,,,1.0,1.0,,,3.0,1.0,,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,1.0,,1.0,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
924,1.0,1.0,,15.0,2.0,3.0,1.0,,1.0,,2.0,2.0,,1.0,7.0,,1.0,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,3.0,2.0,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,,1.0,2.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,1.0,2.0,,1.0,2.0,,2.0,,1.0,2.0,,,,,,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,2.0,,,,1.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,5.0,2.0,3.0,9.0,,1.0,,3.0,,,2.0,16.0,,,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,4.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
518,,1.0,1.0,1.0,2.0,1.0,,6.0,,1.0,,1.0,,,2.0,,,,,,,1.0,,,,2.0,,,,1.0,,,,,,,1.0,,,1.0,,,,2.0,,,,5.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,4.0,7.0,3.0,4.0,1.0,,,1.0,1.0,,,15.0,,,5.0,,,,,,,1.0,,5.0,,2.0,1.0,,,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
510,3.0,10.0,,7.0,1.0,,,1.0,,,,19.0,,,3.0,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,20.0,6.0,1.0,5.0,,,1.0,1.0,4.0,1.0,,19.0,,,3.0,,,1.0,,,,1.0,,,,1.0,,,,,3.0,,,3.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,14.0,5.0,3.0,3.0,,,1.0,,5.0,1.0,,18.0,,,3.0,,,1.0,,,,1.0,,4.0,,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
515,16.0,2.0,3.0,10.0,,1.0,1.0,1.0,2.0,2.0,,16.0,,,3.0,,3.0,,,,,1.0,,1.0,,1.0,,,,,4.0,2.0,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,19.0,5.0,4.0,7.0,,,1.0,,2.0,2.0,,15.0,,,3.0,,,,,,,1.0,,,,2.0,,,,,1.0,1.0,,1.0,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
517,,,1.0,10.0,1.0,1.0,1.0,2.0,,,,5.0,,1.0,,,,2.0,,,,1.0,,1.0,,,,18.0,,,2.0,,,,,,1.0,,,1.0,,12.0,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1.0,1.0,2.0,8.0,,2.0,3.0,3.0,1.0,,,16.0,,2.0,3.0,,1.0,3.0,,,1.0,1.0,1.0,2.0,,,,3.0,,,3.0,1.0,,,,,1.0,,,1.0,,5.0,,1.0,,,,,,1.0,,,3.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,6.0,6.0,2.0,6.0,,1.0,2.0,2.0,1.0,1.0,,16.0,,,3.0,,,2.0,1.0,,1.0,1.0,,2.0,,,,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
459,5.0,8.0,3.0,11.0,1.0,1.0,1.0,4.0,1.0,1.0,,16.0,,,3.0,,,1.0,1.0,,,1.0,,2.0,,,,1.0,,,1.0,3.0,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,19.0,2.0,5.0,9.0,,,1.0,,4.0,3.0,,14.0,,,2.0,,,,,,,1.0,,3.0,,,,,,1.0,3.0,2.0,,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
620,19.0,7.0,2.0,6.0,,1.0,,1.0,4.0,2.0,,15.0,,,2.0,,,1.0,,,,1.0,,3.0,,,,,,,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
627,5.0,,3.0,12.0,1.0,,1.0,5.0,1.0,1.0,1.0,8.0,,,13.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,1.0,,4.0,10.0,1.0,1.0,,6.0,,4.0,,8.0,,1.0,4.0,,3.0,,1.0,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,3.0,1.0,1.0,,,,3.0,,,,3.0,,,1.0,,,1.0,,,,1.0,,,4.0,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,9.0,1.0,,13.0,,,,6.0,,1.0,1.0,8.0,,,7.0,,,,,2.0,2.0,1.0,,2.0,1.0,1.0,,1.0,,3.0,1.0,,1.0,,,,1.0,,2.0,,,,,3.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,
450,15.0,8.0,2.0,5.0,,1.0,,1.0,4.0,,,17.0,,,2.0,,1.0,,,,,1.0,,3.0,,,,,,2.0,2.0,1.0,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
451,14.0,8.0,2.0,6.0,,,1.0,,5.0,2.0,,17.0,,,,,1.0,,,,1.0,1.0,,3.0,,,,,,1.0,1.0,,,4.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
452,18.0,9.0,3.0,5.0,,1.0,,,5.0,2.0,,13.0,,,1.0,,1.0,,,,1.0,1.0,,4.0,,1.0,,,,,1.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
453,18.0,3.0,2.0,7.0,1.0,,,,3.0,,,13.0,,,3.0,,,1.0,,,1.0,1.0,,7.0,,1.0,,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
454,19.0,2.0,2.0,9.0,,1.0,,1.0,,1.0,1.0,15.0,,,1.0,,,2.0,,,,1.0,1.0,5.0,1.0,,,,,,5.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
455,6.0,3.0,5.0,5.0,,,,4.0,,2.0,,18.0,,,3.0,,,1.0,,,1.0,1.0,,5.0,1.0,,,,,,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
